kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5044340898030908,-0.005557280780870173,0.4955658667167812,2.0190972295163934,0.1932445704204837,173.81098948037325,-217.5072739698699,-26.09961079802948,19510.653317601205,19983.400000000005,19509.666298719047,,4.207092988687178,0.4052847345693511,48,28,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5244570722195675,-0.032265425477557036,0.4755422547834604,2.0318109099514334,0.4412412650574534,960.9552775054774,-1267.3148071060705,-33.298542729133494,19628.549584339984,20039.440000000002,19627.482436581802,,2.2320824846084117,0.4052847345693511,38,11,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5264713024616645,-0.024533246741169266,0.47352875349813733,1.944472544133917,0.41892598093002625,1072.0810993959803,-993.4582124639297,30.316085229858373,20231.91527182171,19859.040000000005,20230.728419362174,,0.5351564285160682,0.4052847345693511,113,78,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5232101920589459,0.002650658160854683,0.4767885477650938,1.5142994986557814,0.3425038751590807,929.8367380334905,105.51509244346462,-9.40569784025603,20013.976397493898,19986.640000000003,20012.81259547101,,1.7902665648353546,0.4052847345693511,60,42,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5065464048848526,-0.008789385220802887,0.49345268246959767,2.0357035216279264,0.2386326741863839,263.85840602599677,-353.66383646102,-38.86062229283078,20073.124325046334,20051.600000000002,20071.871208730958,,1.9038256717154485,0.4052847345693511,30,9,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49111850551024683,0.009959497243418915,0.508881464692524,1.9923007003976814,0.2619216087159601,-342.4322766864643,384.34895132305223,-7.419942499805646,19320.257535989113,20004.920000000006,19319.31881396413,,4.115377631526799,0.4052847345693511,63,45,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4845524928170226,-0.003417141891162901,0.5154474617772103,1.4612275962586807,0.28436900199893245,-618.5662054250752,-137.76330760820895,0.8405467098326191,20048.48958192532,19926.680000000004,20047.372179246493,0.999574728854586,0.029051601024127155,0.4052847345693511,81,45,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5115650892786043,0.015227530448798326,0.4884342394699488,1.1108333565861321,0.31145147151382013,458.49193633739236,602.028307571949,-10.275269055374647,19787.409873329823,20007.280000000002,19786.345379214796,,3.671841864175012,0.4052847345693511,66,44,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4970385468962209,0.00374125172650897,0.502961112478283,2.0217253480159245,0.15811440148764022,-115.3163381732127,145.87264467170965,-1.567517604314817,19586.981616594854,19873.760000000006,19585.910016941412,0.999451341595156,0.032965707084288864,0.4052847345693511,84,51,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5007579787405856,-0.013551287067871136,0.49924062620270676,2.3275571825543104,0.2644578789635828,30.294696154109772,-528.3590768338845,11.54810754129486,19470.31344946222,20107.160000000003,19469.27297017285,0.9276853407833727,0.28954713857128545,0.4052847345693511,81,54,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5130979698985949,0.0011110036005427255,0.4869015228691315,1.529137738391528,0.2604136595796093,522.4329712553398,43.62864005180197,42.59717132696245,19913.16406654343,19857.800000000003,19912.04867021351,,0.7694452707824093,0.4052847345693511,118,99,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.47887139504021453,0.014316929524675373,0.5211285165137358,1.8685175151094615,0.35673518134279286,-833.7414233430127,564.8321105155385,33.56846263162298,19746.406662312642,20006.480000000003,19745.303512477316,,13.53257212444699,0.4052847345693511,114,84,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.48819367641741584,-0.002173142611780345,0.5118052507007887,1.4789484916020135,0.2488878029387546,-468.9671195164343,-87.12947644707413,-63.80843958876322,19895.9099698317,20314.560000000005,19894.803154964167,,0.5218366816330524,0.4052847345693511,9,-16,0.9971794434873572,0.9904116642931954
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5159616597344779,-0.01149743633873115,0.48403806753461076,1.8829242500531798,0.3158844144865681,640.2916340774644,-461.2363407409948,-12.938658134258205,20029.37361438852,20065.120000000003,20028.204311794103,,0.5044700585516856,0.4052847345693511,55,31,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5080283444744312,-0.013407840490532157,0.49196615051833414,2.0860179233656826,0.28306147475271437,309.3298758179727,-515.6273562798815,-26.331326460613166,19206.29616771005,20092.720000000005,19205.264508311866,,0.7841558782911713,0.4052847345693511,47,10,,0.9205507742314893
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49690135581745554,-0.024521174202735634,0.5030986526234201,0.8478417938974211,0.35166091773974245,-120.390395515393,-958.9756394641884,9.87806472189793,19540.36353336405,20040.800000000003,19539.29493081527,,0.6458692957020692,0.4052847345693511,89,69,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5220807252501594,-0.035801171427074646,0.477915258649489,2.079774313030248,0.4488889907445938,920.7530203968658,-1492.257791142918,28.813740968732567,20827.771596246224,19870.440000000002,20826.27681709334,,0.5221846671546962,0.4052847345693511,114,83,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5000411195756761,-0.028501415214429258,0.49995893233023964,2.3551341067989138,0.37582113657798866,2.378340417640797,-1121.4513857555578,30.935835258921685,19661.221403920514,19874.440000000002,19660.21363742668,,0.6491898665896444,0.4052847345693511,110,88,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5036931548093163,-0.03191154748593679,0.4963061801574275,2.2983163474590187,0.39717246136428697,145.46325666065064,-1251.0159811694286,7.730195845946458,19589.960112388697,20048.920000000006,19588.91691478125,,0.4194057012613898,0.4052847345693511,88,62,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.492168921916213,0.014872111642427951,0.5078303851480691,2.114095824249496,0.29266330281493913,-313.0327066959874,595.1672830827506,46.903963091757134,20034.883100558654,19819.280000000002,20033.600178483608,,0.6585559329385944,0.4052847345693511,126,111,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.513973542106574,0.008921603908682029,0.4860252843893737,1.287329109424399,0.2910281408342951,533.1699453314129,339.44370976162134,16.539557110052844,19052.297047697004,19978.600000000002,19051.429043913275,,2.1687775023663867,0.4052847345693511,80,63,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49484311827966715,-0.004173736234259487,0.5051566864124998,1.2287332387773855,0.18637826385056505,-206.632583918884,-168.5106659382649,-2.9211759384823948,20113.343057480015,20051.800000000003,20112.25381074997,0.9885022296235031,0.1419895842748873,0.4052847345693511,70,48,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.481164997415488,-0.008953820686126416,0.5188349380767543,1.3483129485316288,0.3244644792938685,-785.5687062665514,-374.60814587676305,36.9460095443888,20875.867953033572,19904.320000000003,20874.555528056124,,0.9024995333500334,0.4052847345693511,142,88,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.47331171667801897,0.006856149788160896,0.5266883702092069,1.696302125384158,0.3697274774146758,-1091.8451158054565,279.97065469232183,71.79356116292153,20469.550961297675,19913.080000000005,20468.28949997687,,2.007893448295389,0.4052847345693511,155,126,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.46566281973477625,0.00037206982309759674,0.5343369829714327,1.5759952889442668,0.4092678049300991,-1339.8978246793095,13.93265827096231,-47.78480254992325,19521.6357786096,20122.240000000005,19520.65196740645,,1.0447855536657211,0.4052847345693511,24,1,,0.9997598628279182
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.517878406740416,0.0050428818293697,0.48211964660108664,1.4339608732395712,0.30734754843892936,739.4689081200025,207.57946242482478,-2.9595430425476694,20651.341039698757,19804.760000000002,20650.013127361617,0.9993372113783336,0.036200628236588345,0.4052847345693511,68,38,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5066013408821238,0.015391380522209534,0.49339718673688193,0.9888165837380117,0.2923425524486094,267.3753481990976,620.5394550060265,-54.990775106291125,20177.017779157035,20155.360000000004,20175.821192847085,,0.8855423529626705,0.4052847345693511,23,-10,0.7928717919285957,0.9846933714298333
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5012178612637646,0.0012077100737718537,0.4987806333019889,1.1879330401137604,0.0955852584581101,49.04567016468736,47.1530443537504,-78.85020618802417,19767.770007379084,20216.720000000005,19766.749165554993,,0.9482769267993585,0.4052847345693511,-8,-35,0.9950601090479534,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4935160610040681,-0.0013217307172131198,0.5064836954730971,1.4689978505964345,0.18604987086522984,-244.74538149933275,-50.52952943409009,5.0533693246012215,18919.309446811563,19893.680000000004,18918.434197737985,0.9896835510375296,0.13525170967560293,0.4052847345693511,79,56,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5192521809113249,0.035285495988404816,0.4807478850307168,1.03545462496094,0.4396891879682865,778.147794890077,1424.0077646730779,-47.913540350138156,20184.756817124082,20227.840000000004,20183.585450861603,,0.5256810568471221,0.4052847345693511,28,-9,0.9114425218508573,0.994780474422765
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5303644895096842,-0.001753635903055067,0.46963533195346396,1.5998640318951323,0.38730211308810913,1182.6264185283253,-68.83003164610363,16.856059967363446,19461.12496589573,19964.560000000005,19460.093811921713,,1.2791608214426438,0.4052847345693511,92,66,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.488832204636912,0.0025529329940842684,0.5111642823958327,1.6827264929930552,0.2432010957118267,-449.64616633866245,102.3737820147901,-65.39932060426754,20174.74862668979,20470.360000000004,20173.551105441322,0.8531007655022563,0.3477563614012107,0.4052847345693511,2,-28,0.999943378686246,0.9872055564246295
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5057084452049362,-0.008481783492447123,0.49429139763389235,2.059551284262308,0.23063182752947942,218.83744478179912,-324.52772393706573,-33.579172422205694,19100.171359158572,20124.840000000004,19099.13711790778,,0.7509725915940795,0.4052847345693511,46,13,,0.9267037789440883
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4808575699894895,-0.01804039602344748,0.519141366364396,1.1924481640294677,0.36192291519609215,-746.9524926541685,-705.2598792500476,40.23948238928452,19530.027501911158,19915.040000000005,19528.94883827872,,1.2648064474896794,0.4052847345693511,117,102,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.48760787254353427,0.005684216636867422,0.5123921102599176,1.7855830924366431,0.2646108040142121,-512.5820345330316,234.81636992816493,2.7729080306384244,20717.736082077816,20054.200000000004,20716.589894980272,0.9918634451384203,0.12140829265812106,0.4052847345693511,84,56,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4846148902769136,0.004180500288788841,0.515385161076307,1.7031359051459831,0.28535375020971504,-622.3073437168156,168.66900720477258,-32.547602642831144,20251.181587567517,20066.960000000003,20250.038229105056,,1.2072517185010865,0.4052847345693511,50,22,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.48318026256351215,0.029254687864184753,0.5168198266681973,2.0954515230233137,0.4059985972676583,-670.8932101294408,1167.711924037027,35.167748249986694,19967.200188973387,20105.560000000005,19966.072604111247,,0.8511346519868358,0.4052847345693511,114,83,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49321238373735077,0.022380590724511814,0.5067876602532533,2.20929182868589,0.34243651067779046,-265.12457393230034,876.2661267141389,-50.99846547471363,19587.722999123034,20160.880000000005,19586.703430779377,,0.8415071692053385,0.4052847345693511,25,-6,,0.9947511768309443
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4769746169270945,-0.006201091241898652,0.5230245015331612,1.4387696962858918,0.3455959913941973,-954.6710135459391,-258.1109177058575,-41.02804366694219,20749.992221088094,20259.520000000004,20748.595362615066,0.7794971008475207,0.3739362969411438,0.4052847345693511,49,13,,0.9922836197108837
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5011499190551746,-0.0017742160463879093,0.4988495559986774,2.0672659693825324,0.10646017477558165,46.33846768112433,-71.05928918018404,-7.227771781068465,19847.840168697614,20122.200000000004,19846.780315085056,0.9864031641002079,0.15292899843075844,0.4052847345693511,69,46,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5163632853330296,-0.010276858330667627,0.48363664692021063,1.8513522725011822,0.31320026814555163,649.2422570946783,-408.0484690349717,26.69843830286889,19816.362558320485,19958.960000000003,19815.201153679827,,1.6874418590452438,0.4052847345693511,111,87,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.500475418057022,-0.010325634513648076,0.4995232124603215,2.3323326391628036,0.231791444698647,18.88820953510134,-395.4820543712414,36.9877985370953,19122.203464507802,19943.440000000002,19121.30104017253,,1.8216698954118793,0.4052847345693511,112,88,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4896507331050752,0.006590506802401032,0.5103491958279043,1.854248395933417,0.2514953764965167,-399.46113395962936,254.30072086478242,-20.124915283680995,19331.12629477499,19952.280000000002,19330.120863786342,,1.1495207787548514,0.4052847345693511,53,34,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5146388493890862,0.007443372205406401,0.4853593821903336,1.3362706764689187,0.2897357915413662,555.5881762179705,281.5570757343636,14.892701327438976,18950.662993771373,20059.240000000005,18949.641836719686,,0.7130265946044229,0.4052847345693511,83,66,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.505193460902887,-0.005508759002181285,0.49480533201891946,1.9779199153370164,0.19936009119686932,219.3340210830726,-232.36881883270323,-13.186337067592964,21013.394604080608,19935.280000000002,21011.916004816037,,0.469989954333663,0.4052847345693511,71,41,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4955377672597753,-0.034077901006632175,0.5044604267186652,0.8501878469627745,0.40961923559119884,-177.79451069861386,-1364.401556852739,36.146103586683076,20008.049653383474,19839.760000000002,20006.99318412904,,0.5739207808037032,0.4052847345693511,114,91,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5116546211552732,-0.033507466777647814,0.4883454044867242,2.188667903158031,0.4156155223437857,468.9609490014486,-1346.889425700339,-14.40273639805165,20088.712058013218,20051.960000000003,20087.58319887568,,0.6996304742813999,0.4052847345693511,76,39,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.48270072325827,-0.01609121470002551,0.5172982271465149,1.1957031491495274,0.3441943060156783,-658.946963944288,-614.1020701457765,70.72148526187115,19063.096305627594,19933.640000000003,19062.184331833287,,2.9871237203273147,0.4052847345693511,136,120,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4978520580751332,-0.0025281620482761145,0.5021457470771418,1.1336764854165666,0.13243675684529263,-84.62760706204169,-101.17846833463885,-14.053079815278855,19879.574568762633,20071.280000000002,19878.42491208632,,0.5081406964192744,0.4052847345693511,68,29,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5169288818700924,-0.02885367203221909,0.4830709870733406,2.0907384870377497,0.40464908352689133,673.9978329224648,-1147.928363011233,-7.143403871775424,19880.79200567884,20031.760000000006,19879.622415345773,,0.5796372754543526,0.4052847345693511,65,39,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5065372386651001,-0.014896106934213256,0.4934626026019425,2.149016598726527,0.2885199639532868,265.3585204524167,-603.3348191586109,-65.15192230782665,20230.695305716057,20443.880000000005,20229.481389183104,0.8102108853244518,0.3651035623229873,0.4052847345693511,-1,-26,0.9999842921507099,0.9878158866003899
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5208393857006679,0.0010420194883744285,0.47915820929251457,1.5461992376437887,0.3247529760461664,838.5520558789975,41.285189037404514,-13.221579139734507,20100.397030465843,20226.160000000003,20099.278906143954,0.9874992787128231,0.14736698861021735,0.4052847345693511,56,29,,0.8928411355060932
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4988842321819252,-0.01906412314171153,0.5011125537794026,0.8140349282163583,0.3113731046217164,-45.30880890102108,-790.2299165847776,17.612360589050912,20708.268806134693,19966.280000000002,20706.93882117173,,1.2406269979061855,0.4052847345693511,103,59,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5075173595832256,0.025157482125921247,0.49248240701255125,0.9311132663387266,0.3615629299712761,308.2721783467577,1027.6732056366643,12.862032449166215,20441.000919122132,20034.840000000004,20439.767218577806,,0.8999655071121093,0.4052847345693511,93,69,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.528113436143959,0.001496800989940017,0.4718861636742945,1.544501677718309,0.37370406303412695,1104.5471854387276,58.140970030820824,-7.292605939662771,19629.099217148098,20073.240000000005,19628.11988022505,0.946238604207178,0.26322532919936437,0.4052847345693511,65,38,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5076511363547692,-0.004590656014662256,0.4923483553674673,1.8410990889583139,0.2158570326632058,297.27282477858165,-178.43891112271885,-24.85855438219632,19380.005016633328,20045.240000000005,19379.08751523102,,1.4901956155433753,0.4052847345693511,50,24,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5074066957462711,-0.004876978564731045,0.49259277658828204,1.8620364607397397,0.2152481725133005,286.78883292311923,-188.91329283856442,-10.901807405920417,19307.1046891581,19973.360000000004,19306.153408497947,,1.1182252142128106,0.4052847345693511,65,36,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4919488711567499,-0.009489873216906657,0.5080509645461756,1.136227088792198,0.2534483689860068,-312.29700552093664,-369.5269971924305,12.311311601672097,19437.643854505597,20033.640000000003,19436.5500984847,,0.9866427167237906,0.4052847345693511,83,61,,
