kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49501849288033967,0.022471203234982227,0.5049811996946602,2.2474785472303687,0.33986518792128695,-195.23510501190964,883.7189526707615,-2.5710248635461235,19676.562624006783,19990.200000000004,19675.530245846938,,0.6902107722047494,0.4052847345693511,69,39,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5011116385706788,-0.010800904215340178,0.4988881972266376,2.3041159771013686,0.2374248043500337,44.92577239709697,-429.7664262222162,44.52194936890371,19863.64234112762,20066.440000000002,19862.57077744781,,1.7299034333410517,0.4052847345693511,116,94,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4951366005894225,0.042489342122323505,0.5048631580645767,2.2994013310220334,0.45200477557735097,-193.9750812633355,1700.3821683639264,22.297415922440084,20016.11657229,19728.720000000005,20015.05607529599,0.9713298098915046,0.20892650499446042,0.4052847345693511,108,87,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5114021373316789,-0.0016453643040930035,0.4885974186721546,1.6430600358613363,0.24436608113281993,445.51578392472214,-64.84134840588085,-15.09895517660156,19502.864070192576,20079.160000000003,19501.72171702898,,0.5107840220256746,0.4052847345693511,58,35,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4836876800735772,0.014870576755192455,0.5163119991255108,1.9404566850627634,0.3331707679061049,-644.3647126000941,587.5605358316599,3.490347685993012,19776.79337329198,20003.200000000004,19775.71858807318,,2.8405801916883644,0.4052847345693511,76,51,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4795769872591549,-0.0035792269583117932,0.5204212819121515,1.4836177462143139,0.3235146862223589,-835.9695479906225,-147.25248933558717,15.676647373153038,20487.274965007873,20045.160000000003,20485.94009078815,,0.8424199644292251,0.4052847345693511,89,61,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5108913173310548,0.00617269469600885,0.48910685124883274,1.3139533645363062,0.2542800191375942,428.38046414077644,241.69565066757093,60.81002071366351,19627.394657348537,19876.760000000006,19626.27889363559,,1.304610856315126,0.4052847345693511,142,111,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5024728889055115,-0.035286560481515024,0.49752629695501926,2.320983372184463,0.41504234881178204,96.68564801547171,-1370.671677629946,2.972719174119634,19413.1337460191,19829.600000000002,19412.218101634444,0.9988679849105208,0.04714765441919461,0.4052847345693511,80,61,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.4947273553709441,-0.006970783101628878,0.5052725592567432,1.1077498968495574,0.21342508134637256,-213.28475050671128,-283.6684609167836,-63.25299320243234,20303.622544628088,20042.480000000003,20302.45963890506,,3.679150600050974,0.4052847345693511,1,-14,0.9982627304215819,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.49152421712185307,0.01254086909975161,0.5084754316071965,2.0593805939690997,0.27832520765294877,-333.376469262802,494.0208932654639,-12.58823045260476,19717.711353872462,20163.480000000003,19716.601052379603,0.973752837445236,0.20172362527113075,0.4052847345693511,67,41,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.48453286449386845,-0.00974641923740653,0.5154643634553827,1.2890653435210153,0.30479799031196136,-596.6977328746409,-376.9833595127356,-4.006677317297581,19312.41246834848,20112.560000000005,19311.36158295953,0.9949507572567238,0.09721044391585668,0.4052847345693511,77,44,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5079552499023974,-0.027412727238895353,0.49204480982467846,2.2147051246735883,0.37613450484033156,334.9735343631985,-1151.9742589755676,70.48773707917486,20995.404365346898,19702.360000000004,20993.98094695839,,0.5471081137215161,0.4052847345693511,163,122,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5065884577466733,0.008673178176592099,0.49340971923176014,1.1114284461534827,0.23762087225100476,263.2456549184427,344.80568320583893,6.586299167390966,19907.999359028345,20121.040000000005,19906.839972549988,0.9888875111611323,0.1398430058247246,0.4052847345693511,87,63,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5246689537547036,-0.03259809296535073,0.4753306953802033,2.032214734019865,0.44315320602889424,992.8221381214704,-1311.5398694122582,24.579024348416993,20106.738464423226,19932.760000000006,20105.642052160874,,0.9209766983015057,0.4052847345693511,98,84,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.476854603137738,-0.003782841359234216,0.5231444650765122,1.489379336187246,0.34290055575451595,-933.6126260521289,-153.38189869670848,27.677074073150727,20184.92797958345,19846.600000000002,20183.831984393175,,0.45103864935712956,0.4052847345693511,117,89,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5050606066965121,0.0047783352164812625,0.49493851587822285,1.1940604253355254,0.19093744105746566,197.31216500374993,185.09901785691233,28.26714927386399,19428.276387534814,19923.680000000004,19427.21285094362,,0.9994672945783599,0.4052847345693511,110,89,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5038345743630053,0.02205446270624289,0.496164743362637,0.871913668231317,0.335481708865867,149.52914771466558,855.5337765728673,61.613753459882396,19410.419422626725,19752.480000000003,19409.154569861825,,0.672865052688977,0.4052847345693511,141,123,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5023478139681151,0.009806086219808021,0.497651943559013,0.9040619539506056,0.22870443824289333,96.04890360152191,397.08320871791153,45.705075458831615,20282.155488294826,19922.240000000005,20281.037372671977,,1.4553692460785719,0.4052847345693511,121,104,,
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5145028941404125,0.010872198459080603,0.4854960015210693,1.2497733525072081,0.3036985469091079,549.0980046619918,410.57638622638734,-84.16722773299031,18902.887062472986,20547.320000000003,18901.949007684925,,0.43803096363927607,0.4052847345693511,-18,-37,0.9953309935900088,0.9766028226286337
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],0,10000000,0.5109449341418144,0.027658060614650946,0.48905291923503574,0.974270755834242,0.38319042026364647,451.0352882736331,1136.6801197390803,4.50648507071175,20559.479568734972,20053.160000000003,20558.255162869413,0.9729121088966762,0.20427989359214005,0.4052847345693511,89,56,,
