kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2,chi2_statistic,chi2_pvalue,factor_divide,full_covariance_emp_gradients_xx,full_covariance_emp_gradients_xy,full_covariance_emp_gradients_yy,estimated_kappa_gradients,estimated_angle_gradients,full_correlation_emp_gradients_xx,full_correlation_emp_gradients_xy,full_correlation_emp_gradients_yy,estimated_kappa_normals,estimated_angle_normals
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.47543084139677183,0.008781757906371907,0.524568007573995,1.7417662690216438,0.3602675319827303,-576.4563784033459,205.17293141250903,1404.426525965714,11747.221745362094,6262.600000000001,11746.747430652093,0.709813486525088,0.3872357486327135,0.4052847345693511,1541,1530,,,2.066261978200411,0.35589092372821773,25,0.8563967711057139,0.023276258006044832,0.967325269850994,0.351802139302564,-1.3721258522648856,0.4840823595243009,0.006231659950749205,0.5159135465756352,0.2571162670208623,-1.3841984288599496
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.4953947835780077,0.0007030320813493483,0.5046045099592478,1.641169230012208,0.15599737701766755,-111.28016573350995,15.766462372658237,1425.5036539020746,12166.35737115977,6512.440000000001,12165.801006208232,0.7197402718338626,0.38576465926391207,0.4052847345693511,1574,1557,,,0.07718294735435029,0.9621436898930726,25,0.9509965454495396,0.01227191511123235,0.9697710686194405,0.1779505780946492,-1.1118948941545743,0.4980454041241012,0.0038656037859913263,0.501952199384404,0.1310563447484573,-1.0193486021314049
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5276599161447278,-0.022142792341695926,0.4723365935972765,1.908682172492435,0.4156117100464848,674.9765264481505,-541.1231628598197,1424.8197690114341,12185.561800577892,6407.760000000001,12185.020407401606,0.7699667765642001,0.376233760709624,0.4052847345693511,1587,1567,,,4.894486876187699,0.08653178827079033,25,1.0699796895871145,-0.05769683621420761,0.9295107054999271,0.4082659244608213,0.3438535563114675,0.5182407764728366,-0.01378536239616658,0.48175714388901597,0.2957362957323278,0.3235699502781429
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5257762489445421,0.025434625120937634,0.4742238102969542,1.1823283638543245,0.419332379049271,633.0363171994654,622.4121603946472,1463.6683943061018,12262.29950128495,6412.880000000001,12261.74031075943,0.7416877998199882,0.3820711732476151,0.4052847345693511,1630,1617,,,5.210870498451619,0.0738709779134652,25,1.0782192403024393,0.07568490537156278,0.9349278340115016,0.4331809612672793,-0.4064036021818716,0.517173267003211,0.018430865431450515,0.4828257571823509,0.3097327390212308,-0.4103455067903257
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5111996915567656,0.005807802662358,0.48880035854091397,1.333931734848227,0.2551660374639492,258.8821208125425,132.72012492862706,1287.9058174088752,11525.620311503097,6295.440000000001,11525.14533471314,0.7891022221053278,0.37142410956072774,0.4052847345693511,1423,1418,,,0.5160796803894834,0.7725644523755637,25,0.9145563173515601,0.0093937176919899,0.8447866038889789,0.28088839208674327,-0.13151929456483874,0.5095331565551638,0.00153569978451837,0.4904655697201337,0.19466616282492732,-0.07985387621052692
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5104063340479212,0.003921876915454459,0.4895931483421991,1.3933582311073154,0.24012639647093878,244.8372154929708,90.72793518995628,1341.9161425311827,11726.246021560093,6461.920000000001,11725.8027395746,0.7120603298483031,0.38691273155448763,0.4052847345693511,1476,1467,,,0.3980721882539313,0.8195203129288636,25,0.9474012125186683,-0.0036689990011979628,0.8918081436334052,0.24325593877335466,0.0656180924021137,0.5072675045517496,0.00022914018076929696,0.49272811873523226,0.16934047703169058,-0.015754746784762297
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.49652245294597525,-0.019427159974573067,0.503476042334306,0.872900801846362,0.31657469387451503,-83.67507746094375,-473.23769352375825,1476.3888264509958,12141.867919029159,6234.520000000001,12141.290613184918,0.758250320115408,0.37881800846184216,0.4052847345693511,1626,1613,,,1.4717378911646457,0.47908897580143117,25,0.9419932360208791,-0.062294855700115094,0.9687916426182019,0.35362304459153193,0.891330810052004,0.4955341658461681,-0.01516234336446735,0.5044606327268157,0.24755893703763013,0.9285368030015545
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5014065301657173,-0.008978454671473193,0.49859338659423275,2.2772494801503966,0.21834764788299138,36.40493724010422,-228.6523063832675,1572.6244147339137,12641.16807314723,6366.440000000001,12640.514074629958,0.7387620592553112,0.3826017629423783,0.4052847345693511,1750,1734,,,0.3100501647910924,0.8563936968087746,25,1.054566245109369,-0.030678898703265543,1.0410632415905918,0.24127552248562562,0.677089681264522,0.5016237704201626,-0.006148905935193877,0.49837285574784695,0.1584961461799097,0.6561794735177853
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5020722198231015,-0.004468536885123045,0.4979273310737121,2.138488569916397,0.16208106335868339,51.12631196682983,-109.90473777377223,1420.0254967176459,12142.89464615171,6449.480000000001,12142.39509543436,0.7481727756912881,0.3808494233341269,0.4052847345693511,1567,1552,,,0.08697409822762442,0.9574449537713007,25,0.994114611445935,-0.014059697757179936,0.9723077255097807,0.18854338909670326,0.45558370566978684,0.5039125919067116,-0.002560416107638335,0.49608604365563214,0.1361344998776894,0.28969256243475994
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5035967814405768,0.018661622969586893,0.4964029187161411,0.8816930156694012,0.3101928122285397,87.81063087369449,450.2955217186093,1411.7658392736969,12098.759685315665,6496.800000000001,12098.199441796896,0.7239753902089339,0.3851012192568042,0.4052847345693511,1557,1542,,,1.3876494632733796,0.4996613392045769,25,0.9969161141786744,0.05646929502596155,0.949949897093604,0.3438393341347928,-0.5883479746229225,0.5054002748048865,0.013663032044033222,0.4945991021703427,0.23893344848613965,-0.5971870987195641
