kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2,chi2_statistic,chi2_pvalue,factor_divide
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5267571248810807,-0.015812531167743737,0.47324214101417256,1.838274652582999,0.3914311190623991,651.1429428535258,-385.8638727984365,1517.0948346999337,12151.403640175535,6212.440000000001,12150.849708273174,0.7124257072771422,0.3868596643500703,0.4052847345693511,1680,1660,,,3.799428185403056,0.14961138809616836,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5140447665716955,-0.021263705190032664,0.48595532930893737,2.064459354172849,0.35706028964436753,332.5755975085299,-503.79582745042444,1415.077744814748,11813.617150204016,6218.800000000001,11813.088735217178,0.7405192401077267,0.3822845951590387,0.4052847345693511,1576,1556,,,2.4989741412323294,0.28665179128476637,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5250609135726159,-0.00720396446044841,0.47493899900766534,1.7116920171495942,0.36078806907771477,607.7479617158888,-175.93989461902146,1430.9924372356597,12109.507254632234,6416.200000000002,12108.969613344643,0.7348707525567699,0.383288401426184,0.4052847345693511,1587,1572,,,2.6521052668566814,0.26552331321695566,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5043266778740821,-0.009958430748303741,0.49567299346630556,2.150822187436119,0.2378972422670913,105.29562851645011,-241.77170466311446,1380.1814852711543,12072.621080165616,6613.000000000001,12072.16781410832,0.710659772580735,0.38711474811267005,0.4052847345693511,1521,1501,,,0.3966585801410289,0.8200997579633135,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.49891639566035517,-0.004817352681187649,0.5010833917710877,0.8912161224881728,0.1620818618713868,-26.295101292526553,-122.3863154619015,1613.7130308818923,12540.089117002331,6177.3600000000015,12539.430789174135,0.7333671559997128,0.3835480362117654,0.4052847345693511,1779,1763,,,0.09979354182488163,0.9513276241147057,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5013548979531921,0.020299167808928348,0.49864497728867224,0.8195553220527871,0.3203739078720376,32.06306705943964,468.6158772633912,1359.6962619906149,11572.484401424537,6166.600000000001,11571.955553333446,0.759205060022989,0.3786166953363101,0.4052847345693511,1511,1499,,,1.4833713418561991,0.476310335939898,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.469950596579042,-0.02045982561724093,0.5300493778255073,1.2710836182376362,0.4201924443232434,-722.2092970040467,-493.48101015877785,1372.5915441787952,12027.546405352403,6425.120000000001,12026.996898441404,0.7817877713236049,0.37335583774610137,0.4052847345693511,1517,1505,,,4.940209969163751,0.0845759793616302,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.48205890547924485,0.0017935108337718338,0.517939842366729,1.619218809521009,0.30258306138037705,-421.34758330406225,40.93344310448698,1425.0824397080203,11761.753515945511,6174.640000000001,11761.232668160168,0.7258143780244714,0.3848061469218328,0.4052847345693511,1578,1561,,,1.158647848008522,0.5602770283987553,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5227612426441031,0.025841939551689376,0.4772349889231376,1.1473869554834453,0.40981720932534166,560.2891311852702,633.7181072318763,1413.9112420163792,12287.251230776086,6583.880000000001,12286.709553610044,0.7494470087047008,0.3806017108326871,0.4052847345693511,1576,1561,,,4.476307481080727,0.10665523595290338,25
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.504659494135735,0.02650169393262913,0.4953404445650819,0.8731909274199562,0.36553779343552445,108.72788786609331,612.8535499870666,1343.076997308786,11583.222806161377,6266.240000000002,11582.771770564548,0.7465057368005775,0.38116964648610363,0.4052847345693511,1475,1467,,,2.4024291162650804,0.3008286160962783,25
