kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2,chi2_statistic,chi2_pvalue,factor_divide,full_covariance_emp_gradients_xx,full_covariance_emp_gradients_xy,full_covariance_emp_gradients_yy,estimated_kappa_gradients,estimated_angle_gradients,full_correlation_emp_gradients_xx,full_correlation_emp_gradients_xy,full_correlation_emp_gradients_yy,estimated_kappa_normals,estimated_angle_normals
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5101800294023073,0.008387639746424876,0.48981965366152724,1.228573546255103,0.2605854862166242,235.94639542879304,192.54184114222838,1393.0339211729447,11551.583893624951,6178.560000000001,11551.108875003792,0.6864051367991925,0.39028597937653076,0.4052847345693511,1546,1527,,,0.6135580197962509,0.7358131903731615,25,0.9017092213793242,0.016202681658077315,0.8754337530029429,0.2141825442247395,-0.4447411427792222,0.5034015622320281,0.00425712288564128,0.49658824788642475,0.1468824742982394,-0.4479590298196593
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.4807524064770989,0.0423216398589903,0.5192472048775385,2.1428875093489586,0.46893511203138444,-471.35968867951743,1037.028564748137,1483.6608446489693,12266.217946538687,6462.200000000002,12265.609215202901,0.680518059319252,0.39097029489828306,0.4052847345693511,1636,1610,,,8.368162330960324,0.015236199057897637,25,0.954064961892899,0.10995332327068032,1.048429207985672,0.46204776890322213,-0.9880717137750894,0.48926573262519235,0.026744108624480838,0.510729014277014,0.3301317223168645,-0.9761990469626043
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5467481564918766,0.01777076682940149,0.4532508753003376,1.3898166524999853,0.4846046683476738,1139.8692786748898,431.6017597168637,1426.1765073659878,12181.705205356942,6514.840000000001,12181.143128427537,0.7235893540265073,0.3851626164528584,0.4052847345693511,1593,1576,,,9.790269317506706,0.007482901517862017,25,1.138822759295343,0.04844044343923734,0.9040591225038205,0.4702603695541557,-0.19569220289259825,0.5289133582534771,0.011898974787783517,0.4710837978036179,0.3430874726652746,-0.19519837144104776
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5065493994916341,0.01316048137447216,0.49344997091606146,1.0180630684793326,0.2743514732808352,160.30921017632323,319.27457861036703,1436.2793019572305,12178.571700209453,6441.040000000001,12177.995900855962,0.7404650741698555,0.38229443918213774,0.4052847345693511,1595,1574,,,0.8458218448493858,0.6551369885271201,25,0.9925350794561197,0.035112984581371985,0.960319455953208,0.27589226512671433,-0.5703480600038559,0.5035690678737771,0.010337219497240892,0.49643009957616147,0.20690169161244498,-0.6191555290043733
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.4695255330310981,0.004328380415290313,0.5304734104421397,1.64053211918699,0.3890909476112932,-734.4056337474898,103.09808522995748,1471.1640376058006,12061.996824991678,6205.720000000001,12061.43909581222,0.7515194702509856,0.3801932873093365,0.4052847345693511,1613,1591,,,3.4574891941427714,0.177507113099183,25,0.883058846699704,0.01370345464781265,1.03820254206229,0.38932421089830155,-1.4833708096249671,0.4801124628542896,0.0034004854136903606,0.519885232053865,0.2785144684208463,-1.4861174822517604
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5000080715308022,-0.0009241431388654792,0.4999913303696839,2.3354262209560477,0.07224691103067629,0.9836939083731621,-23.668995114105243,1416.177115151731,12071.748195188478,6441.080000000001,12071.169904736336,0.7327852204599578,0.3836476877081908,0.4052847345693511,1578,1561,,,0.0036364037143653176,0.998183450070483,25,0.9500871139953546,-0.0030865943836979504,0.9523551429675895,0.08300647517500356,0.9614436548454268,0.5010952702224244,-0.0014672098777046897,0.4988908712463217,0.08551965698878396,0.46325698363488504
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.4654732315537784,-0.002018271869891158,0.534522317878219,1.5407863351518165,0.4105531219824532,-868.6155404411234,-52.19698338701202,1501.9570200346918,12590.663755533129,6593.280000000002,12590.073461937245,0.7196286673251212,0.38578184423279366,0.4052847345693511,1643,1632,,,4.531866154622674,0.10373319827621807,25,0.959147788585438,-0.001804465181698429,1.134931006201391,0.3935919299727437,1.5605324817008073,0.4787799073565757,-0.00030301350699668447,0.521216324220178,0.2853524383745025,1.5636563999854227
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.49973181799654315,-0.01020361865105417,0.5002660234031521,0.796779773323546,0.23077596797715488,-5.645524965807325,-247.9679880894583,1407.3997708980637,12087.654811637316,6475.040000000001,12087.136364576269,0.7370042161291505,0.3829145981715745,0.4052847345693511,1562,1542,,,0.36807407823798727,0.8319049902280965,25,1.0014382617994453,-0.029454951623300505,0.9914794999890596,0.24127348406012902,0.7016644631764549,0.5014559516471063,-0.008028217799013002,0.4985434420533371,0.17920069325656057,0.6956776820365212
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.5017436148781458,-0.012191479834417865,0.4982562396970335,2.284372823542616,0.2527468894935067,42.15875506639986,-291.47468856046527,1381.7003530375043,11899.880204212866,6490.480000000001,11899.318190658454,0.6959984204944081,0.38910233117931387,0.4052847345693511,1516,1505,,,0.571038362172319,0.7516239240768251,25,0.943356115051429,-0.03141881236037901,0.944858795449162,0.2538343944418366,0.7973527372620449,0.5004615333834732,-0.0073549793994603175,0.4995367526090734,0.17044026125985373,0.7540056449785639
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],1,10000000,0.4803969140792686,0.02979336259748172,0.519602670103869,2.065213374068004,0.41618933193464447,-470.39977412476793,714.9187256479399,1409.7879731048017,12017.702431614103,6411.800000000001,12017.179425143137,0.73621256823966,0.3830540488985334,0.4052847345693511,1560,1547,,,4.707359933974548,0.09501885180769032,25,0.8684033205661574,0.06835844976374938,0.9622069223820662,0.4075547303940164,-1.0860715082201984,0.48755334021943286,0.01840160229434697,0.5124436523788386,0.2916842533078018,-1.0827221134289535
