kappa,angle_rad,a_parameter,field_size,unit_length,T_parameter,gstools_model_anis_ratio,gstools_model_rescale_factor,gstools_model_len_scale,level_val,total_points_generated,sigma_emp_xx,sigma_emp_xy,sigma_emp_yy,estimated_angle_cabana,estimated_kappa_cabana,empirical_cosine_cabana,empirical_sine_cabana,euler_characteristic,perimeter,volume_sublevel_set,perimeter_cabana,estimated_kappa_BD,statistics_BD,mean_statistics_BD,euler_characteristic_scikit_1,euler_characteristic_scikit_2,estimated_kappa_BD_scikit_1,estimated_kappa_BD_scikit_2,chi2_statistic,chi2_pvalue,factor_divide
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.49987545455887283,0.008775994737276721,0.5001244524272053,2.3498415196048428,0.21357339440369386,-0.574389055112623,45.203903976823355,611.0541793942798,2582.4783094142085,892.2000000000002,2582.4320385997557,0.7072554915240774,0.38759666304264045,0.4052847345693511,672,668,,,0.28353978600301416,0.8678209251807737,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.49004120318618305,0.004330874106934573,0.5099556982658339,1.775174649093395,0.23702308757865628,-54.69321856515985,23.690573906800267,595.053378056517,2749.391701028405,998.7200000000001,2749.3461924272583,0.7748815864798121,0.3750720706190966,0.4052847345693511,652,649,,,0.408195937281133,0.8153824853605711,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.5078615044066306,0.018532662321615642,0.4921364337558761,0.986583590771001,0.3190080404650785,45.49930431003674,106.90860054291257,683.3425832882867,2888.4135754816025,988.4800000000002,2888.357972465857,0.7179918385695155,0.38603215682010816,0.4052847345693511,752,746,,,1.8697875164169455,0.39262757677290017,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.5070212576121979,0.013842654913791228,0.4929768111765075,1.0208538802406628,0.2817654102378396,38.05537339819534,74.74837706160284,606.3728837673085,2704.8411800510057,981.3600000000002,2704.796599362091,0.7068438032019734,0.3876540794867529,0.4052847345693511,668,665,,,0.8776717010408416,0.6447866123302259,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.49842608673595407,0.01993448041095791,0.5015727711984647,2.3170962821998713,0.31794259600022146,-8.360948709488675,106.70438211653294,633.6026784933655,2679.6183110833413,915.7600000000002,2679.570509394829,0.7326096287133638,0.3836776654379873,0.4052847345693511,698,692,,,1.5705414718312107,0.45599623051535854,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.5430270786869809,-0.004736826345714888,0.45697017462852024,1.6259066624684475,0.45459721883674636,223.657288470765,-24.751971665602795,590.0755428409092,2598.2247134953886,914.6400000000002,2598.1839866657683,0.7546257905275068,0.37956801866515233,0.4052847345693511,657,653,,,6.294143166872605,0.042977799666490846,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.507326102874704,-0.024074896365911265,0.49267094326561894,2.208393116705736,0.354709175573817,33.16516919120408,-108.90796254624603,562.4568880820154,2259.5557609035855,743.1600000000002,2259.5211164077186,0.7267737956634341,0.3846504891096068,0.4052847345693511,628,625,,,2.222798565525592,0.3290981373881433,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.492329113013414,0.023261094132464927,0.5076693842962131,2.1970630910908624,0.3498651698352883,-44.53215045238894,135.16605372837464,682.3598916194275,2908.726380186208,1010.9600000000002,2908.6718549128136,0.6948265574000425,0.3892516565353105,0.4052847345693511,748,742,,,2.1258047819289727,0.34545171795574137,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.4846625599778304,0.01941996922776314,0.5153364662768813,2.021886664050874,0.3515923155190658,-77.43854414427979,98.02305356453117,597.9515505816488,2526.557582167573,879.6000000000001,2526.5148988081455,0.6856723569825486,0.39037285099478264,0.4052847345693511,654,651,,,2.245092892279327,0.3254499976645959,10
0,1,1.0,1000,5,200.0,1.0,0.2,[1.41421356 1.41421356],2,10000000,0.5362944740701124,0.021565750521762433,0.4637040822983888,1.3030486228855414,0.44946605871559514,182.0570194350662,108.01860009692267,574.4083258622068,2507.135571616285,867.9200000000002,2507.09540682784,0.7730255068201443,0.3755164437192658,0.4052847345693511,637,634,,,4.832112865983458,0.08927297816821578,10
